1,1,1741.315,473.365,113.37,257.27,29.672,-1,-1,-1
1,2,1303.0,503.0,61.514,139.59,29.439,-1,-1,-1
2,1,1665.69,385.645,146.62,332.71,52.587,-1,-1,-1
2,2,1318.0,536.0,52.0,118.0,30.132,-1,-1,-1
3,1,1674.29,411.355,135.42,307.29,31.198,-1,-1,-1
3,2,1330.657,498.685,56.686,128.63,30.194,-1,-1,-1
3,1,1741.315,473.365,113.37,257.27,29.672,-1,-1,-1
4,1,1754.315,476.365,113.37,257.27,34.214,-1,-1,-1
4,1,1665.69,385.645,146.62,332.71,52.587,-1,-1,-1
5,1,1690.69,385.645,146.62,332.71,64.395,-1,-1,-1
5,3,1847.5485,504.9365,30.903,70.127,30.606,-1,-1,-1
6,3,1848.849,509.888,28.302,64.224,35.023,-1,-1,-1
6,1,1741.315,473.365,113.37,257.27,29.672,-1,-1,-1
6,1,1665.69,385.645,146.62,332.71,52.587,-1,-1,-1
6,2,1318.0,536.0,52.0,118.0,30.132,-1,-1,-1
6,2,1330.657,498.685,56.686,128.63,30.194,-1,-1,-1
7,3,1848.849,509.888,28.302,64.224,35.359,-1,-1,-1
7,1,1666.69,385.645,146.62,332.71,59.031,-1,-1,-1
7,2,1325.263,486.445,67.474,153.11,41.687,-1,-1,-1
8,1,1665.08,370.65,159.84,362.7,50.69,-1,-1,-1
8,2,1323.243,493.205,61.514,139.59,38.787,-1,-1,-1
9,3,1847.5485,504.9365,30.903,70.127,30.606,-1,-1,-1
9,1,1645.69,403.645,146.62,332.71,28.729,-1,-1,-1
9,2,1325.263,486.445,67.474,153.11,41.687,-1,-1,-1
10,2,1327.263,491.445,67.474,153.11,44.719,-1,-1,-1
10,1,1690.69,385.645,146.62,332.71,64.395,-1,-1,-1
11,2,1335.263,498.445,67.474,153.11,36.203,-1,-1,-1
11,1,1689.69,385.645,146.62,332.71,54.748,-1,-1,-1
12,2,1326.068,489.195,73.864,167.61,34.284,-1,-1,-1
12,1,1702.69,403.645,146.62,332.71,38.159,-1,-1,-1
13,2,1324.068,488.195,73.864,167.61,35.028,-1,-1,-1
13,1,1645.69,403.645,146.62,332.71,28.729,-1,-1,-1
13,1,1689.69,385.645,146.62,332.71,54.748,-1,-1,-1
14,1,1678.08,370.65,159.84,362.7,53.078,-1,-1,-1
14,2,1326.068,489.195,73.864,167.61,34.284,-1,-1,-1
15,1,1625.08,381.65,159.84,362.7,31.013,-1,-1,-1
15,2,1350.243,504.205,61.514,139.59,39.45,-1,-1,-1
15,4,1825.0,535.0,33.737,76.557,40.166,-1,-1,-1
16,1,1674.08,370.65,159.84,362.7,58.304,-1,-1,-1
16,2,1337.263,499.445,67.474,153.11,44.973,-1,-1,-1
16,4,1833.6385,532.3335,36.723,83.333,49.653,-1,-1,-1
16,5,-52.0,254.0,270.83,614.58,39.898,-1,-1,-1
17,2,1337.263,499.445,67.474,153.11,46.265,-1,-1,-1
17,1,1696.08,395.65,159.84,362.7,30.437,-1,-1,-1
17,1,1625.08,381.65,159.84,362.7,31.013,-1,-1,-1
17,6,-52.0,254.0,270.83,614.58,34.544,-1,-1,-1
18,1,1651.08,376.65,159.84,362.7,63.111,-1,-1,-1
18,2,1350.243,504.205,61.514,139.59,39.45,-1,-1,-1
18,7,-52.0,254.0,270.83,614.58,44.021,-1,-1,-1
19,1,1644.16,362.675,175.68,398.65,71.576,-1,-1,-1
19,2,1350.243,504.205,61.514,139.59,39.45,-1,-1,-1
19,8,-52.0,254.0,270.83,614.58,56.379,-1,-1,-1
20,2,1349.068,490.195,73.864,167.61,39.327,-1,-1,-1
20,1,1625.08,381.65,159.84,362.7,31.013,-1,-1,-1
20,1,1625.08,381.65,159.84,362.7,31.013,-1,-1,-1
20,9,-52.0,254.0,270.83,614.58,52.829,-1,-1,-1
21,1,1591.16,375.675,175.68,398.65,30.184,-1,-1,-1
21,1,1696.08,395.65,159.84,362.7,30.437,-1,-1,-1
21,1,1623.08,390.65,159.84,362.7,74.939,-1,-1,-1
