1,1,1689.0,385.0,146.62,332.71,67.567,-1,-1,-1
1,2,1303.0,503.0,61.514,139.59,29.439,-1,-1,-1
2,1,1688.69,384.645,146.62,332.71,66.725,-1,-1,-1
2,2,1312.243,503.205,61.514,139.59,36.614,-1,-1,-1
3,1,1674.29,411.355,135.42,307.29,31.198,-1,-1,-1
3,2,1312.243,503.205,61.514,139.59,30.007,-1,-1,-1
3,3,1742.0,513.0,94.66,214.81,64.803,-1,-1,-1
4,1,1663.08,377.65,159.84,362.7,53.87,-1,-1,-1
4,3,1758.315,473.365,113.37,257.27,34.214,-1,-1,-1
5,1,1679.08,373.65,159.84,362.7,52.074,-1,-1,-1
5,4,1848.0,505.0,30.903,70.127,36.829,-1,-1,-1
6,1,1675.69,385.645,146.62,332.71,52.587,-1,-1,-1
6,4,1848.849,509.888,28.302,64.224,35.023,-1,-1,-1
6,5,1333.0,498.0,56.686,128.63,30.194,-1,-1,-1
6,6,1318.0,537.0,52.0,118.0,30.132,-1,-1,-1
6,7,1741.0,473.0,113.37,257.27,29.672,-1,-1,-1
7,1,1668.08,369.65,159.84,362.7,49.716,-1,-1,-1
7,4,1848.849,509.888,28.302,64.224,35.359,-1,-1,-1
7,5,1316.263,489.445,67.474,153.11,28.89,-1,-1,-1
8,1,1668.08,369.65,159.84,362.7,50.69,-1,-1,-1
8,5,1321.243,495.205,61.514,139.59,38.787,-1,-1,-1
9,1,1670.69,383.645,146.62,332.71,59.031,-1,-1,-1
9,5,1323.263,488.445,67.474,153.11,41.687,-1,-1,-1
9,8,1848.0,505.0,30.903,70.127,30.606,-1,-1,-1
10,1,1677.69,383.645,146.62,332.71,64.395,-1,-1,-1
10,5,1326.263,495.445,67.474,153.11,44.719,-1,-1,-1
11,1,1682.69,383.645,146.62,332.71,58.138,-1,-1,-1
11,5,1327.263,499.445,67.474,153.11,38.028,-1,-1,-1
12,1,1685.69,392.645,146.62,332.71,51.907,-1,-1,-1
12,5,1326.068,492.195,73.864,167.61,39.416,-1,-1,-1
13,1,1687.69,390.645,146.62,332.71,54.748,-1,-1,-1
13,5,1327.068,492.195,73.864,167.61,35.028,-1,-1,-1
13,9,1643.0,408.0,146.62,332.71,28.729,-1,-1,-1
14,1,1677.08,374.65,159.84,362.7,53.078,-1,-1,-1
14,5,1328.068,492.195,73.864,167.61,34.284,-1,-1,-1
15,1,1674.08,373.65,159.84,362.7,56.775,-1,-1,-1
15,5,1334.263,500.445,67.474,153.11,36.203,-1,-1,-1
15,10,1825.0,535.0,33.737,76.557,40.166,-1,-1,-1
16,1,1672.08,372.65,159.84,362.7,58.304,-1,-1,-1
16,5,1336.263,501.445,67.474,153.11,44.973,-1,-1,-1
16,10,1833.6385,532.3335,36.723,83.333,49.653,-1,-1,-1
16,11,-52.0,254.0,270.83,614.58,39.898,-1,-1,-1
17,1,1673.69,386.645,146.62,332.71,65.522,-1,-1,-1
17,5,1337.263,501.445,67.474,153.11,46.265,-1,-1,-1
17,10,1733.69,407.645,146.62,332.71,38.159,-1,-1,-1
17,11,-52.41499999999999,253.70999999999998,270.83,614.58,34.544,-1,-1,-1
18,1,1669.69,394.645,146.62,332.71,66.036,-1,-1,-1
18,5,1345.243,507.205,61.514,139.59,33.671,-1,-1,-1
18,11,-52.41499999999999,253.70999999999998,270.83,614.58,44.021,-1,-1,-1
19,1,1666.69,400.645,146.62,332.71,64.738,-1,-1,-1
19,5,1348.243,506.205,61.514,139.59,39.45,-1,-1,-1
19,11,-52.41499999999999,253.70999999999998,270.83,614.58,56.379,-1,-1,-1
20,1,1652.08,381.65,159.84,362.7,63.715,-1,-1,-1
20,5,1346.068,491.195,73.864,167.61,31.0,-1,-1,-1
20,11,-52.41499999999999,253.70999999999998,270.83,614.58,52.829,-1,-1,-1
20,12,1594.0,396.0,159.84,362.7,31.013,-1,-1,-1
21,1,1647.08,378.65,159.84,362.7,63.111,-1,-1,-1
21,5,1349.068,491.195,73.864,167.61,39.327,-1,-1,-1
21,11,-52.41499999999999,253.70999999999998,270.83,614.58,55.834,-1,-1,-1
21,12,1594.08,395.65,159.84,362.7,33.805,-1,-1,-1
21,13,1692.0,396.0,159.84,362.7,30.437,-1,-1,-1
22,1,1643.08,384.65,159.84,362.7,69.866,-1,-1,-1
22,5,1351.068,490.195,73.864,167.61,36.897,-1,-1,-1
22,11,-52.41499999999999,253.70999999999998,270.83,614.58,52.643,-1,-1,-1
23,1,1635.16,362.675,175.68,398.65,71.576,-1,-1,-1
23,5,1352.068,490.195,73.864,167.61,33.171,-1,-1,-1
23,11,-52.41499999999999,253.70999999999998,270.83,614.58,55.724,-1,-1,-1
23,14,1589.0,381.0,175.68,398.65,30.184,-1,-1,-1
24,1,1650.08,377.65,159.84,362.7,32.518,-1,-1,-1
24,5,1352.068,490.195,73.864,167.61,35.903,-1,-1,-1
24,11,-52.41499999999999,253.70999999999998,270.83,614.58,48.298,-1,-1,-1
24,14,1619.08,395.65,159.84,362.7,74.939,-1,-1,-1
25,1,1656.08,374.65,159.84,362.7,30.144,-1,-1,-1
25,5,1352.068,490.195,73.864,167.61,36.734,-1,-1,-1
25,11,-35.41499999999999,253.70999999999998,270.83,614.58,34.067,-1,-1,-1
25,14,1619.08,395.65,159.84,362.7,77.047,-1,-1,-1
25,15,1840.0,532.0,36.723,83.333,28.766,-1,-1,-1
26,5,1352.068,490.195,73.864,167.61,35.431,-1,-1,-1
26,14,1619.08,395.65,159.84,362.7,69.991,-1,-1,-1
26,16,1835.0,557.0,26.0,59.0,31.706,-1,-1,-1
27,5,1352.068,490.195,73.864,167.61,37.041,-1,-1,-1
27,14,1614.16,362.675,175.68,398.65,70.678,-1,-1,-1
28,5,1351.068,490.195,73.864,167.61,36.827,-1,-1,-1
28,14,1616.16,355.675,175.68,398.65,82.014,-1,-1,-1
28,17,31.0,254.0,270.83,614.58,33.905,-1,-1,-1
29,5,1351.068,490.195,73.864,167.61,38.639,-1,-1,-1
29,14,1622.08,369.65,159.84,362.7,72.384,-1,-1,-1
30,5,1345.041,482.325,79.918,181.35,46.891,-1,-1,-1
30,14,1615.16,349.675,175.68,398.65,65.412,-1,-1,-1
30,18,1810.0,533.0,30.903,70.127,35.29,-1,-1,-1
31,5,1348.068,489.195,73.864,167.61,50.363,-1,-1,-1
31,14,1616.16,348.675,175.68,398.65,64.181,-1,-1,-1
31,18,1815.0,548.5,26.0,59.0,37.117,-1,-1,-1
31,19,1326.0,479.0,73.864,167.61,29.999,-1,-1,-1
32,5,1348.068,489.195,73.864,167.61,56.174,-1,-1,-1
32,14,1622.08,376.65,159.84,362.7,68.372,-1,-1,-1
32,18,1743.275,307.63,207.45,470.74,33.244,-1,-1,-1
33,5,1343.041,481.325,79.918,181.35,52.712,-1,-1,-1
33,14,1615.16,356.675,175.68,398.65,73.534,-1,-1,-1
33,18,1752.275,289.63,207.45,470.74,41.951,-1,-1,-1
33,20,73.0,254.0,270.83,614.58,37.316,-1,-1,-1
34,5,1347.068,488.195,73.864,167.61,63.212,-1,-1,-1
34,14,1616.16,354.675,175.68,398.65,73.734,-1,-1,-1
34,18,1755.275,283.63,207.45,470.74,39.56,-1,-1,-1
34,21,1308.0,461.0,87.838,199.32,28.613,-1,-1,-1
35,5,1348.068,488.195,73.864,167.61,61.084,-1,-1,-1
35,14,1616.16,353.675,175.68,398.65,79.855,-1,-1,-1
35,18,1756.275,281.63,207.45,470.74,35.54,-1,-1,-1
35,22,1670.0,381.0,175.68,398.65,43.711,-1,-1,-1
36,5,1348.068,489.195,73.864,167.61,63.441,-1,-1,-1
36,14,1616.16,352.675,175.68,398.65,70.057,-1,-1,-1
36,18,1756.275,281.63,207.45,470.74,32.183,-1,-1,-1
36,22,1670.16,380.675,175.68,398.65,45.533,-1,-1,-1
37,5,1348.068,489.195,73.864,167.61,65.47,-1,-1,-1
37,14,1616.16,352.675,175.68,398.65,70.38,-1,-1,-1
37,18,1756.275,281.63,207.45,470.74,31.266,-1,-1,-1
37,22,1670.16,380.675,175.68,398.65,46.659,-1,-1,-1
38,5,1348.068,489.195,73.864,167.61,59.666,-1,-1,-1
38,14,1616.16,352.675,175.68,398.65,68.337,-1,-1,-1
38,18,1756.275,282.63,207.45,470.74,34.966,-1,-1,-1
38,22,1670.16,380.675,175.68,398.65,46.271,-1,-1,-1
39,5,1348.068,489.195,73.864,167.61,50.873,-1,-1,-1
39,14,1616.16,362.675,175.68,398.65,68.451,-1,-1,-1
40,5,1349.068,490.195,73.864,167.61,56.938,-1,-1,-1
40,14,1614.34,350.195,189.32,429.61,69.024,-1,-1,-1
41,5,1349.068,490.195,73.864,167.61,59.175,-1,-1,-1
41,14,1618.34,353.195,189.32,429.61,73.547,-1,-1,-1
41,23,1752.0,290.0,207.45,470.74,31.459,-1,-1,-1
41,24,1310.0,545.0,52.0,118.0,29.978,-1,-1,-1
42,5,1349.068,490.195,73.864,167.61,56.873,-1,-1,-1
42,14,1621.34,355.195,189.32,429.61,70.72,-1,-1,-1
42,23,1752.275,289.63,207.45,470.74,36.56,-1,-1,-1
43,5,1349.068,490.195,73.864,167.61,46.469,-1,-1,-1
43,14,1625.16,375.675,175.68,398.65,75.593,-1,-1,-1
43,23,1752.275,289.63,207.45,470.74,38.97,-1,-1,-1
44,5,1349.068,490.195,73.864,167.61,50.829,-1,-1,-1
44,14,1610.34,360.195,189.32,429.61,80.576,-1,-1,-1
44,23,1738.63,277.735,226.74,514.53,36.619,-1,-1,-1
45,5,1349.068,490.195,73.864,167.61,54.438,-1,-1,-1
45,14,1613.34,359.195,189.32,429.61,74.794,-1,-1,-1
45,23,1750.275,295.63,207.45,470.74,36.327,-1,-1,-1
